time_sequence,contributor,grant,amount,flag
4151,227d32615a,EthHub - Ethereum Information Hub,4.75,0
4152,227d32615a,yearn.finance,6.557044298635001,0
4153,cc66976198,CrypCade Entertainment Systems,6.557044298635001,0
4154,cc66976198,CrypCade Entertainment Systems,6.557044298635001,0
4155,227d32615a,Fuel Labs,4.75,0
4156,227d32615a,Zero Knowledge Podcast,4.75,0
4157,227d32615a,Commons Stack Community Fund - Panvala League,4.75,0
4158,227d32615a,OrganicBlock - Redefining Urban Farming!,4.75,0
4159,227d32615a,Vyper.fun | CryptoZombies+Ethernaut for Vyper,4.75,0
4160,227d32615a,Black Boys Code,3.2785221493175003,0
4161,227d32615a,Decentralized Science,6.557044298635001,0
4162,227d32615a,Ethereum Magicians,3.2785221493175003,0
4163,dbeb209037,Gitcoin Grants Round 8 + Dev Fund,4.75,0
4164,dbeb209037,KERNEL [Panvala League],4.75,0
4165,dbeb209037,Open Reviews: A Web2 to Web 3 Replication Protocol,1.9,0
4166,dbeb209037,Week in Ethereum News,4.75,0
4167,dbeb209037,cadCAD: Computer Aided Design for Complex Systems,4.75,0
4168,dbeb209037,The Commons Stack: Iteration 0,4.75,0
4169,dbeb209037,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4170,dbeb209037,BrightID 🔆 Universal Proof of Uniqueness,4.75,0
4171,7d6f529dac,Prysm by Prysmatic Labs,4.805244400125316,0
4172,7d6f529dac,EIP-1559 Community Fund,4.805244400125316,0
4173,7d6f529dac,Fuel Labs,4.805244400125316,0
4174,851884e3a8,Ethereum Magicians,0.95,0
4175,851884e3a8,Bankless,0.95,0
4176,851884e3a8,cadCAD: Computer Aided Design for Complex Systems,0.95,0
4177,851884e3a8,Gelato - An automation protocol for Ethereum,0.95,0
4178,851884e3a8,RadicalxChange Foundation is a 501(c)(3) nonprofit organization for next-generation political economies.,4.75,0
4179,851884e3a8,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.95,0
4180,851884e3a8,yearn.finance,0.95,0
4181,851884e3a8,BrightID 🔆 Universal Proof of Uniqueness,0.95,0
4182,851884e3a8,Snapshot,0.95,0
4183,851884e3a8,Commons Stack Community Fund - Panvala League,0.95,0
4184,851884e3a8,Giveth 2.0,0.95,0
4185,851884e3a8,Kickback,0.95,0
4186,277d44530a,Bankless,0.69021518933,0
4187,277d44530a,Ethereum Push Notification Service (EPNS),0.69021518933,0
4188,277d44530a,Snapshot,0.69021518933,0
4189,60797a822e,YieldFarming.info,9.5,0
4190,60797a822e,Rotki - The portfolio tracker and accounting tool that protects your privacy,9.5,0
4191,60797a822e,any.sender - no more stuck transactions!,9.5,0
4192,60797a822e,Gelato - An automation protocol for Ethereum,9.5,0
4193,851884e3a8,The Commons Stack: Iteration 0,0.95,0
4194,851884e3a8,Democracy Earth Foundation,0.95,0
4195,96425b4c94,KERNEL [Panvala League],3.1781592263792127,0
4196,851884e3a8,ETH Memes Twitter,0.95,0
4197,e4b182ac96,Arboreum,12.90147112571,0
4198,5c0af3e588,yearn.finance,6.450735562855,0
4199,5c0af3e588,Bankless,6.450735562855,0
4200,952088e82b,Liquidity Vision,16.1268389071375,0
4201,74b700c67f,Bankless,3.2253677814275,0
4202,74b700c67f,yearn.finance,3.2253677814275,0
4203,74b700c67f,YieldFarming.info,3.2253677814275,0
4204,74b700c67f,Furucombo - Build your own DeFi legos into one transaction without knowing how to code.,3.2253677814275,0
4205,74b700c67f,defiprime.com,3.2253677814275,0
4206,284f124caa,Vyper.fun | CryptoZombies+Ethernaut for Vyper,4.75,0
4207,284f124caa,any.sender - no more stuck transactions!,4.75,0
4208,284f124caa,Turbo-Geth,4.75,0
4209,284f124caa,cadCAD: Computer Aided Design for Complex Systems,4.75,0
4210,284f124caa,Prysm by Prysmatic Labs,4.75,0
4211,284f124caa,Commons Stack Community Fund - Panvala League,4.75,0
4212,284f124caa,R&D in Rent-Free Public Financial Utilities,4.75,0
4213,284f124caa,ZuniSwap阻尼币 : Pre-Launch Community Research,3.2253677814275,0
4214,28bdf7f27a,Synthereum: synthetic assets with liquidity pools to bridge traditional and digital finance,0.0,0
4215,28bdf7f27a,"NuFi - An Open, Ethereum-Only, DAO-based Alternative to DApp Trackers & CMC.",0.9499999999999998,0
4216,28bdf7f27a,White Hat Hacking,0.9499999999999998,0
4217,28bdf7f27a,Commons Simulator: Reverse the Apocalypse with Economies that Fund Public Goods ,0.9499999999999998,0
4218,28bdf7f27a,1inch.exchange on-chain DeFi aggregation protocol,0.9499999999999998,0
4219,28bdf7f27a,Tornado.cash,0.9499999999999998,0
4220,28bdf7f27a,"ethers.js - Complete, Simple and Tiny",0.9499999999999998,0
4221,28bdf7f27a,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4222,391f2e99b3,Web 3.0 Arabic,10.0156157423275,0
4223,391f2e99b3,Arboreum,0.0,0
4224,391f2e99b3,Gitcoin Developer Grant - Walid Mujahid وليد مجاهد,0.67902479609,0
4225,391f2e99b3,Gitcoin Grants Round 8 + Dev Fund,0.339512398045,0
4226,c1d55c3bc1,Pools.Vision,1899.9999999999998,0
4227,92f8a2d7be,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.75,0
4228,92f8a2d7be,Gitcoin Grants Round 8 + Dev Fund,4.75,0
4229,92f8a2d7be,Ethereum Magicians,4.75,0
4230,92f8a2d7be,The Ethereum 2.0 Annotated Specification,4.75,0
4231,92f8a2d7be,any.sender - no more stuck transactions!,4.75,0
4232,92f8a2d7be,Ethereum Push Notification Service (EPNS),4.75,0
4233,92f8a2d7be,Vyper.fun,0.9499999999999998,0
4234,92f8a2d7be,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4235,df65f72c0f,DeFi Safety,4.75,0
4236,df65f72c0f,Token Terminal,4.75,0
4237,df65f72c0f,Furucombo - Build your own DeFi legos into one transaction without knowing how to code.,4.75,0
4238,df65f72c0f,Abridged,4.75,0
4239,eccf05e08b,yearn.finance,0.9499999999999998,0
4240,eccf05e08b,DeFi Dad DeFi Tutorials on YouTube and Twitter,4.75,0
4241,eccf05e08b,Gitcoin Grants Round 8 + Dev Fund,1.8999999999999997,0
4242,eccf05e08b,Bankless,4.75,0
4243,eccf05e08b,defiprime.com,0.9499999999999998,0
4244,eccf05e08b,The Daily Gwei by Anthony Sassano (sassal0x),1.8999999999999997,0
4245,eccf05e08b,DAppNode - Panvala League,4.75,0
4246,eccf05e08b,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4247,6b567a50c0,ZuniSwap阻尼币 : Pre-Launch Community Research,3.2253677814275,0
4248,31c969cd9f,Parcel,3.2253677814275,0
4249,466bbf9dae,CrypCade Entertainment Systems,6.450735562855,0
4250,a6af3718e4,SportsDapp,4.75,0
4251,4847a49ada,SportsDapp,0.9499999999999998,0
4252,4847a49ada,CryptoAssault,0.9499999999999998,0
4253,4847a49ada,JellySwap,0.9499999999999998,0
4254,4847a49ada,Pirates 2048,0.9499999999999998,0
4255,4847a49ada,MSAS - Matic Stake Alert Service,0.9499999999999998,0
4256,cec6289fed,WalletConnect,64.50735562855,0
4257,5458715d79,KERNEL [Panvala League],3.1266320330164574,0
4258,5458715d79,FightPandemics⚛️,5.7,0
4259,816f5b68b9,CrypCade Entertainment Systems,4.75,0
4260,0028c6537a,WalletConnect,47.5,0
4261,6b25e00faa,yearn.finance,4.75,0
4262,6b25e00faa,any.sender - no more stuck transactions!,4.75,0
4263,6b25e00faa,Charged Particles - Interest-bearing Non-fungibles (DeFi NFT),4.75,0
4264,6b25e00faa,The Commons Stack: Iteration 0,4.75,0
4265,466bbf9dae,CrypCade Entertainment Systems,6.534099999904999,0
4266,6b25e00faa,WalletConnect,19.0,0
4267,a1a8108dd4,Gwei.cz - CZ/SK DeFi/Ethereum Community,10.45,0
4268,34d625c297,Pirates 2048,36.1,0
4269,34d625c297,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4270,d4137a259f,TokenizedTweets,9.801149999857499,0
4271,d6ee45d907,DeFi Dad DeFi Tutorials on YouTube and Twitter,0.95,0
4272,d6ee45d907,Fuel Labs,0.95,0
4273,d6ee45d907,The Daily Gwei by Anthony Sassano (sassal0x),0.95,0
4274,d6ee45d907,Our Network - Community Driven Analytics,0.95,0
4275,d6ee45d907,Black Boys Code,0.95,0
4276,d6ee45d907,DEPO DAO (Decentralized Politics DAO) - Panvala League,0.95,0
4277,d6ee45d907,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4278,d6ee45d907,Gitcoin Grants Round 8 + Dev Fund,0.95,0
4279,d6ee45d907,Seed 🌱 Club - The social token incubator,0.95,0
4280,7f56d54c74,FightPandemics⚛️,9.5,0
4281,771f63a41b,Bankless,4.25,0
4282,771f63a41b,Turbo-Geth,4.25,0
4283,771f63a41b,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.25,0
4284,771f63a41b,Ethereum Magicians,4.25,0
4285,771f63a41b,Week in Ethereum News,4.25,0
4286,771f63a41b,DeFi Dad DeFi Tutorials on YouTube and Twitter,4.25,0
4287,771f63a41b,ArchiveNode.io - The Public Access Ethereum Archive Node,4.25,0
4288,771f63a41b,Ethereum on ARM,4.25,0
4289,771f63a41b,Nethermind,4.25,0
4290,771f63a41b,Kickback,4.25,0
4291,771f63a41b,Democracy Earth Foundation,4.25,0
4292,e62032a745,LUKSO: The Blockchain For New Digital Lifestyle,6.534099999904999,0
4293,e62032a745,YieldFarming.info,6.534099999904999,0
4294,e62032a745,"Trickle - Your Hourly Pay, Cryptographically Secured",4.75,0
4295,e62032a745,Black Boys Code,4.75,0
4296,e62032a745,ETH Memes Twitter,4.75,0
4297,e62032a745,OrganicBlock - Redefining Urban Farming!,4.75,0
4298,e62032a745,Feel the yearn,3.2670499999524996,0
4299,e62032a745,Gelato - An automation protocol for Ethereum,4.75,0
4300,e62032a745,Commons Simulator: Reverse the Apocalypse with Economies that Fund Public Goods ,6.534099999904999,0
4301,e62032a745,Commons Stack Community Fund - Panvala League,4.75,0
4302,e62032a745,EthHub - Ethereum Information Hub,4.75,0
4303,e62032a745,Nethermind,4.75,0
4304,e62032a745,ZuniSwap阻尼币 : Pre-Launch Community Research,3.2670499999524996,0
4305,e62032a745,Arboreum,4.75,0
4306,e62032a745,thrivelabs,4.75,0
4307,e62032a745,web3swift - Elegant Web3 functionality in Swift,4.75,0
4308,6ed677c5f8,Open Reviews: A Web2 to Web3 Replication Protocol,2.940344999957249,0
4309,2a496bf9f4,Snapshot,9.5,0
4310,2a496bf9f4,Feel the yearn,9.5,0
4311,2a496bf9f4,Ethereum Push Notification Service (EPNS),9.5,0
4312,2a496bf9f4,DeFi Dad DeFi Tutorials on YouTube and Twitter,9.5,0
4313,2a496bf9f4,BrightID 🔆 Universal Proof of Uniqueness,9.5,0
4314,2a496bf9f4,ArchiveNode.io - The Public Access Ethereum Archive Node,9.5,0
4315,2a496bf9f4,defiprime.com,9.5,0
4316,2a496bf9f4,Furucombo - Build your own DeFi legos into one transaction without knowing how to code.,9.5,0
4317,4b519865e8,Commons Stack Community Fund - Panvala League,79.17595663150199,0
4318,d5a0a127bd,Web3API,4.75,0
4319,17e95d8c68,MetaCartel,3.1670382652600795,0
4320,17e95d8c68,Commons Stack Community Fund - Panvala League,3.1670382652600795,0
4321,17e95d8c68,Rotki - The portfolio tracker and accounting tool that protects your privacy,3.1670382652600795,0
4322,17e95d8c68,Ethereum on ARM,3.1670382652600795,0
4323,17e95d8c68,Abridged,3.1670382652600795,0
4324,17e95d8c68,Charged Particles - Interest-bearing Non-fungibles (DeFi NFT),3.1670382652600795,0
4325,17e95d8c68,BrightID 🔆 Universal Proof of Uniqueness,3.1670382652600795,0
4326,17e95d8c68,Meta Gamma Delta - Panvala League,3.1670382652600795,0
4327,17e95d8c68,MetaCartel Builder Awards (Panvala League) 🛡,3.1670382652600795,0
4328,17e95d8c68,Nifty Ink,3.1670382652600795,0
4329,17e95d8c68,Tasit - native mobile Ethereum dapps,3.1670382652600795,0
4330,17e95d8c68,Upala 🤖 Price-of-forgery digital identity,3.1670382652600795,0
4331,17e95d8c68,Connext Network,3.1670382652600795,0
4332,17e95d8c68,A Hitchhiker's Guide to Token Engineering,3.1670382652600795,0
4333,17e95d8c68,Moloch Mystics ,3.1670382652600795,0
4334,70e399b526,Open Reviews: A Web2 to Web3 Replication Protocol,32.670499999525,0
4335,5d1b44e608,LUKSO: The Blockchain For New Digital Lifestyle,16.3352499997625,0
4336,5d1b44e608,"Trickle - Your Hourly Pay, Cryptographically Secured",9.5,0
4337,5d1b44e608,Arboreum,4.75,0
4338,5d1b44e608,OrganicBlock - Redefining Urban Farming!,9.801149999857499,0
4339,5d1b44e608,POAP (Proof of Attendance Protocol),4.75,0
4340,5d1b44e608,Tasit - native mobile Ethereum dapps,4.75,0
4341,5d1b44e608,Meta Gamma Delta - Panvala League,4.75,0
4342,5d1b44e608,"Dai Card: Transact instantly, cheaply, and securely in Dai",32.670499999525,0
4343,5d1b44e608,thrivelabs,4.75,0
4344,5d1b44e608,Black Boys Code,26.136399999619996,0
4345,5d1b44e608,Vyper.fun | CryptoZombies+Ethernaut for Vyper,4.75,0
4346,5d1b44e608,DeFi777,4.75,0
4347,5d1b44e608,UpSide is a social media platform linked to an activated savings account that unlocks premium content and a chance to win monthly prizes,4.75,0
4348,5d1b44e608,Abridged,4.75,0
4349,b8ac2eddba,Ethereum Push Notification Service (EPNS),4.75,0
4350,b8ac2eddba,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4351,2ed029dabd,OrganicBlock - Redefining Urban Farming!,16.3352499997625,0
4352,82b007fee2,ReSource Network,8.55,0
4353,82b007fee2,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4354,a684c1e09d,Bankless,0.2159601726218601,0
4355,a684c1e09d,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4356,c712ed0da9,Brownie,9.801149999857499,0
4357,c712ed0da9,Vyper Smart Contract Language,9.801149999857499,0
4358,c712ed0da9,Vyper.fun,9.801149999857499,0
4359,c712ed0da9,any.sender - no more stuck transactions!,9.801149999857499,0
4360,c712ed0da9,Snapshot,9.801149999857499,0
4361,c712ed0da9,Ethereum Magicians,9.801149999857499,0
4362,c712ed0da9,Turbo-Geth,9.801149999857499,0
4363,c712ed0da9,cadCAD: Computer Aided Design for Complex Systems,9.801149999857499,0
4364,c712ed0da9,"ethers.js - Complete, Simple and Tiny",9.801149999857499,0
4365,c712ed0da9,Lighthouse: Ethereum 2.0 Client,9.801149999857499,0
4366,c712ed0da9,R&D in Rent-Free Public Financial Utilities,9.801149999857499,0
4367,c712ed0da9,Prysm by Prysmatic Labs,9.801149999857499,0
4368,c712ed0da9,WalletConnect,9.801149999857499,0
4369,c712ed0da9,Commons Stack Community Fund - Panvala League,9.801149999857499,0
4370,c712ed0da9,Implement support for asyncio using Web3.py,9.801149999857499,0
4371,c712ed0da9,Rotki - The portfolio tracker and accounting tool that protects your privacy,9.801149999857499,0
4372,30d04aafb5,Bankless,4.75,0
4373,818091fa39,Trust Graphic Novel,4.9999999950000005,0
4374,818091fa39,"Cryptoeconomics.study - Free, Open-Source Blockchain Course",4.9999999950000005,0
4375,818091fa39,Black Boys Code,4.9999999950000005,0
4376,818091fa39,Rotki - The portfolio tracker and accounting tool that protects your privacy,49.999999995,0
4377,818091fa39,The Defiant,4.9999999950000005,0
4378,818091fa39,Week in Ethereum News,4.9999999950000005,0
4379,818091fa39,Black Girls CODE,4.9999999950000005,0
4380,818091fa39,DAppNode - Panvala League,49.999999995,0
4381,818091fa39,Black Girls CODE x Blockchain Ecosystem,4.9999999950000005,0
4382,818091fa39,"ethers.js - Complete, Simple and Tiny",49.999999995,0
4383,818091fa39,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4384,818091fa39,EthHub - Ethereum Information Hub,4.9999999950000005,0
4385,818091fa39,Ethereum Push Notification Service (EPNS),4.9999999950000005,0
4386,818091fa39,The Ethereum 2.0 Annotated Specification,49.999999995,0
4387,818091fa39,BrightID 🔆 Universal Proof of Uniqueness,4.9999999950000005,0
4388,818091fa39,Africa Blockchain Developer Program,4.9999999950000005,0
4389,818091fa39,ArchiveNode.io - The Public Access Ethereum Archive Node,4.9999999950000005,0
4390,a1a30961c8,Finematics - DeFi Education ,427.5,0
4391,81f498bd0b,EthHub - Ethereum Information Hub,32.670499999525,0
4392,a8b65f7b01,Pandemic Pods & Distance Learning,44.338535713641114,0
4393,a8b65f7b01,KERNEL [Panvala League],6.334076530520159,0
4394,a8b65f7b01,DAppNode - Panvala League,6.334076530520159,0
4395,3d73990471,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4396,3d73990471,Liquidity Vision,15.2,0
4397,778afa0344,Bankless,6.522700000095,0
4398,ab79d824b0,Fractal,9.5,0
4399,615c1bb029,Gitcoin Grants Round 8 + Dev Fund,4.75,0
4400,615c1bb029,Ethereum Push Notification Service (EPNS),4.75,0
4401,615c1bb029,Bankless,4.75,0
4402,615c1bb029,BrightID 🔆 Universal Proof of Uniqueness,3.8,0
4403,615c1bb029,EthHub - Ethereum Information Hub,1.9,0
4404,615c1bb029,DeFi Dad DeFi Tutorials on YouTube and Twitter,3.8,0
4405,615c1bb029,Parcel,3.8,0
4406,615c1bb029,yearn.finance,9.5,0
4407,615c1bb029,YieldFarming.info,1.9,0
4408,615c1bb029,HAL’s Marathon: “One recipe a day to make Ethereum easier to use”,1.9,0
4409,615c1bb029,defiprime.com,1.9,0
4410,615c1bb029,Our Network - Community Driven Analytics,1.9,0
4411,615c1bb029,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4412,615c1bb029,DAppNode - Panvala League,3.8,0
4413,615c1bb029,Feel the yearn,1.9,0
4414,615c1bb029,DeFi Saver,2.85,0
4415,615c1bb029,Gelato - An automation protocol for Ethereum,1.9,0
4416,615c1bb029,Week in Ethereum News,1.9,0
4417,bd99df5c81,Turbo-Geth,4.95,0
4418,265ea803ce,Liquidity Vision,47.5,0
4419,614e249a75,Turbo-Geth,97.840500001425,0
4420,128c5e504d,beaconcha.in - Open source Eth2 blockchain explorer,9.7840500001425,0
4421,128c5e504d,Lighthouse: Ethereum 2.0 Client,9.7840500001425,0
4422,128c5e504d,DeFi Saver,9.7840500001425,0
4423,128c5e504d,POAP (Proof of Attendance Protocol),9.7840500001425,0
4424,128c5e504d,Prysm by Prysmatic Labs,9.7840500001425,0
4425,128c5e504d,Week in Ethereum News,9.7840500001425,0
4426,128c5e504d,The Ethereum 2.0 Annotated Specification,9.7840500001425,0
4427,128c5e504d,DeFi Dad DeFi Tutorials on YouTube and Twitter,9.7840500001425,0
4428,ee442adcd3,EthHub - Ethereum Information Hub,3.2613500000475,0
4429,ee442adcd3,Create Eth App,3.2613500000475,0
4430,ee442adcd3,DeFi Dad DeFi Tutorials on YouTube and Twitter,3.2613500000475,0
4431,ee442adcd3,Nifty Ink,3.2613500000475,0
4432,ee442adcd3,RadicalxChange Foundation is a 501(c)(3) nonprofit organization for next-generation political economies.,3.2613500000475,0
4433,ee442adcd3,Meta Gamma Delta - Panvala League,3.2613500000475,0
4434,ee442adcd3,GoodGhosting - a DeFi savings game,3.2613500000475,0
4435,ee442adcd3,Vyper.fun,3.2613500000475,0
4436,ee442adcd3,DeFi Arts Intelligencer,3.2613500000475,0
4437,ef0270e0e3,Bankless,0.7895900000115,0
4438,ef0270e0e3,Rotki - The portfolio tracker and accounting tool that protects your privacy,0.7895900000115,0
4439,ef0270e0e3,Snapshot,0.7895900000115,0
4440,ef0270e0e3,EthHub - Ethereum Information Hub,0.7895900000115,0
4441,ef0270e0e3,DeFi Dad DeFi Tutorials on YouTube and Twitter,0.7895900000115,0
4442,ef0270e0e3,Fuel Labs,0.7895900000115,0
4443,ef0270e0e3,any.sender - no more stuck transactions!,0.7895900000115,0
4444,ef0270e0e3,Commons Stack Community Fund - Panvala League,0.7895900000115,0
4445,ef0270e0e3,Ethereum Swarm,0.7895900000115,0
4446,6e5eb74974,Gitcoin Grants Round 8 + Dev Fund,0.95,0
4447,6e5eb74974,BrightID 🔆 Universal Proof of Uniqueness,0.95,0
4448,6e5eb74974,Ethereum on ARM,0.95,0
4449,6e5eb74974,Bankless,0.95,0
4450,6e5eb74974,DAppNode - Panvala League,0.95,0
4451,6e5eb74974,Ethereum Push Notification Service (EPNS),0.95,0
4452,6e5eb74974,Gelato - An automation protocol for Ethereum,0.95,0
4453,6e5eb74974,Week in Ethereum News,0.95,0
4454,6e5eb74974,Fuel Labs,0.95,0
4455,6e5eb74974,DeFi Dad DeFi Tutorials on YouTube and Twitter,1.9,0
4456,6e5eb74974,POAP (Proof of Attendance Protocol),0.95,0
4457,6e5eb74974,Black Boys Code,1.9,0
4458,6e5eb74974,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4459,278edaf298,JellySwap,0.95,0
4460,278edaf298,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4461,5c4762c4c4,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4462,5c4762c4c4,Jelly Swap - Cross-chain Atomic Swap,0.95,0
4463,278edaf298,JellySwap,4.75,0
4464,5c4762c4c4,JellySwap,0.95,0
4465,5c4762c4c4,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4466,d9d94d9203,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4467,d9d94d9203,Gitcoin Grants Round 8 + Dev Fund,0.95,0
4468,4e7f3365f7,Nethermind,3.2263790462624997,0
4469,4e7f3365f7,GoodGhosting - a DeFi savings game,4.75,0
4470,4e7f3365f7,"Trickle - Your Hourly Pay, Cryptographically Secured",14.249999999999998,0
4471,4e7f3365f7,Democracy Earth Foundation,4.75,0
4472,4e7f3365f7,LUKSO: The Blockchain For New Digital Lifestyle,16.1318952313125,0
4473,4e7f3365f7,Open Reviews: A Web2 to Web3 Replication Protocol,4.75,0
4474,4e7f3365f7,Black Boys Code,6.452758092524999,0
4475,d9d94d9203,Gitcoin Grants Round 8 + Dev Fund,0.95,0
4476,d9d94d9203,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4477,4e7f3365f7,thrivelabs,4.75,0
4478,4e7f3365f7,Our Network - Community Driven Analytics,4.75,0
4479,4e7f3365f7,OrganicBlock - Redefining Urban Farming!,4.75,0
4480,4e7f3365f7,POAP (Proof of Attendance Protocol),4.75,0
4481,4e7f3365f7,DeFi Dad DeFi Tutorials on YouTube and Twitter,3.2263790462624997,0
4482,4e7f3365f7,TrueBlocks,3.2263790462624997,0
4483,4e7f3365f7,Our Bible,4.75,0
4484,4e7f3365f7,Arboreum,4.75,0
4485,34659f9eb4,DAppNode - Panvala League,20.0,0
4486,f03264c715,TrueBlocks,4.75,0
4487,f03264c715,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.75,0
4488,f03264c715,TokenEngineering Academy – Education for Web3 Crypto Economic System Designers,4.75,0
4489,f03264c715,Zero Knowledge Podcast,4.75,0
4490,f03264c715,DAppNode - Panvala League,4.75,0
4491,f03264c715,Decentralized Infrastructure Solutions (DIS),4.75,0
4492,ef2a19c3fe,Decentral Games,1.9,0
4493,ef2a19c3fe,Gitcoin Grants Round 8 + Dev Fund,0.0,0
4494,d3554c08c8,POAP (Proof of Attendance Protocol),0.95,0
4495,d3554c08c8,Nethermind,0.95,0
4496,d3554c08c8,BrightID 🔆 Universal Proof of Uniqueness,0.95,0
4497,d3554c08c8,DAppNode - Panvala League,0.95,0
4498,d3554c08c8,DeFi Saver,0.95,0
4499,d3554c08c8,any.sender - no more stuck transactions!,0.95,0
4500,d3554c08c8,The Commons Stack: Iteration 0,0.95,0
4501,d3554c08c8,Mintbase Self Funded,0.95,0
4502,d3554c08c8,TrueBlocks,0.95,0
4503,d3554c08c8,WalletConnect,0.95,0
4504,d3554c08c8,Turbo-Geth,0.95,0
4505,d3554c08c8,"ethers.js - Complete, Simple and Tiny",0.95,0
4506,d3554c08c8,The Department of Decentralization (neé ETHBerlin) ,0.95,0
4507,ef2a19c3fe,Synergy of Serra,1.9,0
4508,ef2a19c3fe,CrypCade Entertainment Systems,0.95,0
4509,da04f09d76,Brownie,95.0,0
4510,da04f09d76,Vyper Smart Contract Language,95.0,0
4511,da04f09d76,any.sender - no more stuck transactions!,95.0,0
4512,da04f09d76,Snapshot,95.0,0
4513,da04f09d76,Vyper.fun,95.0,0
4514,da04f09d76,Ethereum Magicians,95.0,0
4515,da04f09d76,cadCAD: Computer Aided Design for Complex Systems,95.0,0
4516,da04f09d76,WalletConnect,95.0,0
4517,da04f09d76,Commons Stack Community Fund - Panvala League,95.0,0
4518,da04f09d76,Turbo-Geth,95.0,0
4519,da04f09d76,Rotki - The portfolio tracker and accounting tool that protects your privacy,95.0,0
4520,da04f09d76,R&D in Rent-Free Public Financial Utilities,95.0,0
4521,da04f09d76,Lighthouse: Ethereum 2.0 Client,95.0,0
4522,da04f09d76,"ethers.js - Complete, Simple and Tiny",95.0,0
4523,287fe641e9,WalletConnect,4.75,0
4524,55aa77a00d,Nethermind,23.75,0
4525,55aa77a00d,Turbo-Geth,9.5,0
4526,55aa77a00d,Ethereum Magicians,19.0,0
4527,55aa77a00d,BUIDL Honduras,9.5,0
4528,55aa77a00d,Rotki - The portfolio tracker and accounting tool that protects your privacy,19.0,0
4529,55aa77a00d,Gitcoin Grants Round 8 + Dev Fund,9.5,0
4530,55aa77a00d,DAppNode - Panvala League,28.499999999999996,0
4531,55aa77a00d,Spread blockchain knowledge to the Arab world,9.5,0
4532,55aa77a00d,Web 3.0 Arabic,9.5,0
4533,55aa77a00d,Independent Ethvestigator Program,9.5,0
4534,55aa77a00d,Democracy Earth Foundation,9.5,0
4535,55aa77a00d,Giveth 2.0,9.5,0
4536,55aa77a00d,A Hitchhiker's Guide to Token Engineering,9.5,0
4537,55aa77a00d,beaconcha.in - Open source Eth2 blockchain explorer,9.5,0
4538,d4873af95d,Brownie,9.5,0
4539,d4873af95d,Vyper Smart Contract Language,9.5,0
4540,d4873af95d,Vyper.fun,9.5,0
4541,d4873af95d,any.sender - no more stuck transactions!,9.5,0
4542,d4873af95d,Snapshot,9.5,0
4543,d4873af95d,Ethereum Magicians,9.5,0
4544,d4873af95d,Turbo-Geth,9.5,0
4545,d4873af95d,cadCAD: Computer Aided Design for Complex Systems,9.5,0
4546,d4873af95d,Prysm by Prysmatic Labs,9.5,0
4547,d4873af95d,Lighthouse: Ethereum 2.0 Client,9.5,0
4548,d4873af95d,"ethers.js - Complete, Simple and Tiny",9.5,0
4549,d4873af95d,Commons Stack Community Fund - Panvala League,9.5,0
4550,d4873af95d,R&D in Rent-Free Public Financial Utilities,9.5,0
4551,d4873af95d,WalletConnect,9.5,0
4552,d4873af95d,Implement support for asyncio using Web3.py,9.5,0
4553,d4873af95d,Rotki - The portfolio tracker and accounting tool that protects your privacy,9.5,0
4554,55aa77a00d,KERNEL [Panvala League],9.5,0
4555,55aa77a00d,#WeTeachBlockchain — Free Decentralized Education,9.5,0
4556,55aa77a00d,POAP (Proof of Attendance Protocol),23.75,0
4557,55aa77a00d,ArchiveNode.io - The Public Access Ethereum Archive Node,9.5,0
4558,55aa77a00d,Arboreum,9.5,0
4559,da04f09d76,Dutch Swap: Digital Dutch Auctions for Everyone!,190.0,0
4560,bc9a0d2db7,The Commons Stack: Iteration 0,4.75,0
4561,bc9a0d2db7,ArchiveNode.io - The Public Access Ethereum Archive Node,4.75,0
4562,bc9a0d2db7,Rotki - The portfolio tracker and accounting tool that protects your privacy,4.75,0
4563,851884e3a8,MetaCartel Builder Awards (Panvala League) 🛡,4.83956856939375,0
4564,fc380515b2,Token Engineering Commons,4.75,0
4565,fc380515b2,The Commons Stack: Iteration 0,4.75,0
4566,fc380515b2,Conviction Voting cadCAD Model Feature Improvements,4.75,0
